1082.093340,1868.233340
1082.093340,1868.233340
1081.221794,1870.708817
1075.625312,1867.741561
1078.523047,1867.598419
1080.941592,1863.417744
1078.042728,1863.559738
1072.917604,1864.624263
1071.647902,1849.179059
1072.119723,1828.593104
1070.535996,1805.411507
1060.377379,1789.919548
1058.297747,1787.480047
1063.836501,1793.977253
1066.288314,1789.674927
1067.361360,1783.738744
1064.403710,1783.859366
1064.593310,1780.477285
1066.168769,1778.724850
1065.476146,1777.907861
1064.593310,1780.477285
1066.359777,1775.336122
1066.551054,1771.942638
1065.857554,1771.122799
1066.742599,1768.544388
1066.934413,1765.141362
1070.096389,1761.619100
1069.902276,1765.025961
1070.595349,1765.848030
1068.822323,1771.005722
1069.708437,1768.428038
1066.551054,1771.942638
1064.089857,1776.272653
1062.513627,1778.026896
1056.214987,1785.036878
1054.094899,1796.903978
1051.624901,1815.405585
1049.192032,1819.674667
1051.087344,1825.404026
1072.431434,1860.577628
998.986345,1853.454075
725.577897,1576.061978
723.789368,1566.539348
727.107048,1566.479676
729.581707,1565.478083
735.458098,1572.061077
737.132975,1573.937349
737.132975,1573.937349
737.132975,1573.937349
1141.390208,-83.412403
1140.117374,-78.683390
1140.117374,-78.683390
1138.846128,-73.960281
1140.117374,-78.683390
1140.117374,-78.683390
1140.117374,-78.683390
1140.117374,-78.683390
1140.117374,-78.683390
1140.117374,-78.683390
1140.117374,-78.683390
1139.780894,-72.183864
1139.780894,-72.183864
1141.052281,-76.904221
1141.052281,-76.904221
1138.846128,-73.960281
1138.846128,-73.960281
1138.846128,-73.960281
1138.846128,-73.960281
1138.846128,-73.960281
1137.576468,-69.243064
1138.846128,-73.960281
1138.846128,-73.960281
1138.846128,-73.960281
1138.846128,-73.960281
1140.117374,-78.683390
1139.181815,-80.463798
1137.910711,-75.737934
1139.181815,-80.463798
1140.117374,-78.683390
1143.940656,-92.888184
1145.218276,-97.634974
1141.728793,-89.933264
859.288701,-39.291724
859.288701,-39.291724
859.288701,-39.291724
859.288701,-39.291724
859.288701,-39.291724
859.288701,-39.291724
857.187575,-42.884128
857.187575,-42.884128
857.187575,-42.884128
857.187575,-42.884128
857.187575,-42.884128
857.187575,-42.884128
860.403966,-44.073016
859.288701,-39.291724
862.502664,-40.480032
862.502664,-40.480032
864.598396,-36.892126
865.645152,-35.100074
865.645152,-35.100074
865.645152,-35.100074
865.645152,-35.100074
864.598396,-36.892126
861.386856,-35.704399
862.434822,-33.912637
860.338149,-37.497427
860.338149,-37.497427
859.288701,-39.291724
856.074271,-38.103245
855.022867,-39.898521
853.851899,-28.559665
852.801043,-30.349292
844.317346,-38.126852
838.937655,-33.952084
838.937655,-33.952084
837.835847,-29.176483
836.735437,-24.406941
836.693054,-17.858088
834.538801,-14.885992
832.309769,1.124425
838.715467,-1.248366
843.822350,27.014615
848.935309,48.614491
846.749722,57.929907
826.668161,63.271952
838.320991,56.814245
